row,var,qid,status,reason,existing_r1,existing_r2,existing_r3,existing_r4,proposed_r1,proposed_r2,proposed_r3,proposed_r4,source,question_excerpt
435,vC3m03,C3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"C3‧您聽廣播時經常聽或經常聽到以下哪幾種類型的節目?(可多選) (卡24)【C1答0者,不需回答此題】 訪員注意: 1.括號內只是舉例,若有符合括號內其中一項就可以選。 2.若有聽特定廣播節目但不知道要選哪類,則請在(88)其他欄位中填寫「該節目名稱」。 □ (01)新聞類(例如:社會新聞、即時新聞、氣象、交通服務、國際新聞、政治新聞) □ (02)生活消費類(例如:觀光旅遊、美食、消費購物、賣藥) □ (03)廣播劇 □ (04)綜藝娛樂(例如:流行音樂歌曲) □ (05)家庭體育醫藥(例如:醫療衛生保健、家庭生活、體育賽事轉播) □ (06)兒童節目 □ (07)文化藝術類(例如:古典音"
436,vC3m04,C3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"C3‧您聽廣播時經常聽或經常聽到以下哪幾種類型的節目?(可多選) (卡24)【C1答0者,不需回答此題】 訪員注意: 1.括號內只是舉例,若有符合括號內其中一項就可以選。 2.若有聽特定廣播節目但不知道要選哪類,則請在(88)其他欄位中填寫「該節目名稱」。 □ (01)新聞類(例如:社會新聞、即時新聞、氣象、交通服務、國際新聞、政治新聞) □ (02)生活消費類(例如:觀光旅遊、美食、消費購物、賣藥) □ (03)廣播劇 □ (04)綜藝娛樂(例如:流行音樂歌曲) □ (05)家庭體育醫藥(例如:醫療衛生保健、家庭生活、體育賽事轉播) □ (06)兒童節目 □ (07)文化藝術類(例如:古典音"
437,vC3m05,C3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"C3‧您聽廣播時經常聽或經常聽到以下哪幾種類型的節目?(可多選) (卡24)【C1答0者,不需回答此題】 訪員注意: 1.括號內只是舉例,若有符合括號內其中一項就可以選。 2.若有聽特定廣播節目但不知道要選哪類,則請在(88)其他欄位中填寫「該節目名稱」。 □ (01)新聞類(例如:社會新聞、即時新聞、氣象、交通服務、國際新聞、政治新聞) □ (02)生活消費類(例如:觀光旅遊、美食、消費購物、賣藥) □ (03)廣播劇 □ (04)綜藝娛樂(例如:流行音樂歌曲) □ (05)家庭體育醫藥(例如:醫療衛生保健、家庭生活、體育賽事轉播) □ (06)兒童節目 □ (07)文化藝術類(例如:古典音"
438,vC3m06,C3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"C3‧您聽廣播時經常聽或經常聽到以下哪幾種類型的節目?(可多選) (卡24)【C1答0者,不需回答此題】 訪員注意: 1.括號內只是舉例,若有符合括號內其中一項就可以選。 2.若有聽特定廣播節目但不知道要選哪類,則請在(88)其他欄位中填寫「該節目名稱」。 □ (01)新聞類(例如:社會新聞、即時新聞、氣象、交通服務、國際新聞、政治新聞) □ (02)生活消費類(例如:觀光旅遊、美食、消費購物、賣藥) □ (03)廣播劇 □ (04)綜藝娛樂(例如:流行音樂歌曲) □ (05)家庭體育醫藥(例如:醫療衛生保健、家庭生活、體育賽事轉播) □ (06)兒童節目 □ (07)文化藝術類(例如:古典音"
439,vC3m07,C3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"C3‧您聽廣播時經常聽或經常聽到以下哪幾種類型的節目?(可多選) (卡24)【C1答0者,不需回答此題】 訪員注意: 1.括號內只是舉例,若有符合括號內其中一項就可以選。 2.若有聽特定廣播節目但不知道要選哪類,則請在(88)其他欄位中填寫「該節目名稱」。 □ (01)新聞類(例如:社會新聞、即時新聞、氣象、交通服務、國際新聞、政治新聞) □ (02)生活消費類(例如:觀光旅遊、美食、消費購物、賣藥) □ (03)廣播劇 □ (04)綜藝娛樂(例如:流行音樂歌曲) □ (05)家庭體育醫藥(例如:醫療衛生保健、家庭生活、體育賽事轉播) □ (06)兒童節目 □ (07)文化藝術類(例如:古典音"
440,vC3m08,C3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"C3‧您聽廣播時經常聽或經常聽到以下哪幾種類型的節目?(可多選) (卡24)【C1答0者,不需回答此題】 訪員注意: 1.括號內只是舉例,若有符合括號內其中一項就可以選。 2.若有聽特定廣播節目但不知道要選哪類,則請在(88)其他欄位中填寫「該節目名稱」。 □ (01)新聞類(例如:社會新聞、即時新聞、氣象、交通服務、國際新聞、政治新聞) □ (02)生活消費類(例如:觀光旅遊、美食、消費購物、賣藥) □ (03)廣播劇 □ (04)綜藝娛樂(例如:流行音樂歌曲) □ (05)家庭體育醫藥(例如:醫療衛生保健、家庭生活、體育賽事轉播) □ (06)兒童節目 □ (07)文化藝術類(例如:古典音"
441,vC3m09,C3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"C3‧您聽廣播時經常聽或經常聽到以下哪幾種類型的節目?(可多選) (卡24)【C1答0者,不需回答此題】 訪員注意: 1.括號內只是舉例,若有符合括號內其中一項就可以選。 2.若有聽特定廣播節目但不知道要選哪類,則請在(88)其他欄位中填寫「該節目名稱」。 □ (01)新聞類(例如:社會新聞、即時新聞、氣象、交通服務、國際新聞、政治新聞) □ (02)生活消費類(例如:觀光旅遊、美食、消費購物、賣藥) □ (03)廣播劇 □ (04)綜藝娛樂(例如:流行音樂歌曲) □ (05)家庭體育醫藥(例如:醫療衛生保健、家庭生活、體育賽事轉播) □ (06)兒童節目 □ (07)文化藝術類(例如:古典音"
442,vC3m10,C3,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"C3‧您聽廣播時經常聽或經常聽到以下哪幾種類型的節目?(可多選) (卡24)【C1答0者,不需回答此題】 訪員注意: 1.括號內只是舉例,若有符合括號內其中一項就可以選。 2.若有聽特定廣播節目但不知道要選哪類,則請在(88)其他欄位中填寫「該節目名稱」。 □ (01)新聞類(例如:社會新聞、即時新聞、氣象、交通服務、國際新聞、政治新聞) □ (02)生活消費類(例如:觀光旅遊、美食、消費購物、賣藥) □ (03)廣播劇 □ (04)綜藝娛樂(例如:流行音樂歌曲) □ (05)家庭體育醫藥(例如:醫療衛生保健、家庭生活、體育賽事轉播) □ (06)兒童節目 □ (07)文化藝術類(例如:古典音"
443,vC3m11,C3,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"C3‧您聽廣播時經常聽或經常聽到以下哪幾種類型的節目?(可多選) (卡24)【C1答0者,不需回答此題】 訪員注意: 1.括號內只是舉例,若有符合括號內其中一項就可以選。 2.若有聽特定廣播節目但不知道要選哪類,則請在(88)其他欄位中填寫「該節目名稱」。 □ (01)新聞類(例如:社會新聞、即時新聞、氣象、交通服務、國際新聞、政治新聞) □ (02)生活消費類(例如:觀光旅遊、美食、消費購物、賣藥) □ (03)廣播劇 □ (04)綜藝娛樂(例如:流行音樂歌曲) □ (05)家庭體育醫藥(例如:醫療衛生保健、家庭生活、體育賽事轉播) □ (06)兒童節目 □ (07)文化藝術類(例如:古典音"
444,vC3m88,C3,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"C3‧您聽廣播時經常聽或經常聽到以下哪幾種類型的節目?(可多選) (卡24)【C1答0者,不需回答此題】 訪員注意: 1.括號內只是舉例,若有符合括號內其中一項就可以選。 2.若有聽特定廣播節目但不知道要選哪類,則請在(88)其他欄位中填寫「該節目名稱」。 □ (01)新聞類(例如:社會新聞、即時新聞、氣象、交通服務、國際新聞、政治新聞) □ (02)生活消費類(例如:觀光旅遊、美食、消費購物、賣藥) □ (03)廣播劇 □ (04)綜藝娛樂(例如:流行音樂歌曲) □ (05)家庭體育醫藥(例如:醫療衛生保健、家庭生活、體育賽事轉播) □ (06)兒童節目 □ (07)文化藝術類(例如:古典音"
445,vJ4_1,J4_1,match,,997,998,,,997,998,,,option code span,"J4_1‧電視新聞可信度有幾分?_______分 □ (997)不知道 □ (998)拒答 訪員注意: 若覺得不同家電視新聞的可信度不同,請以整體感覺來評分。 請先就一般印象評分,若真的無法回答再鍵入「(997)不知道」。"
446,vJ4_2,J4_2,match,,1,997,998,,1,997,998,,option code span,"J4_2‧報紙(紙本)新聞可信度有幾分?_______分 □ (997)不知道□ (998)拒答【A9答(01)者,不需回答此題】 訪員注意: 若覺得不同家報紙(紙本)新聞的可信度不同,請以整體感覺來評分。 請先就一般印象評分,若真的無法回答再鍵入「(997)不知道」。"
447,vJ4_3,J4_3,match,,997,998,,,997,998,,,option code span,"J4_3‧廣播新聞可信度有幾分?_______分 □ (997)不知道 □ (998)拒答 訪員注意: 若覺得不同家廣播新聞的可信度不同,請以整體感覺來評分。 請先就一般印象評分,若真的無法回答再鍵入「(997)不知道」。"
448,vJ4_4,J4_4,match,,1,997,998,,1,997,998,,option code span,"J4_4‧雜誌(紙本)新聞可信度有幾分?_______分 □ (997)不知道 □ (998)拒答【A9答(01)者,不需回答此題】 訪員注意: 若覺得不同家雜誌(紙本)新聞的可信度不同,請以整體感覺來評分。 請先就一般印象評分,若真的無法回答再鍵入「(997)不知道」。"
449,vJ4_5,J4_5,match,,1,997,998,,1,997,998,,option code span,"J4_5‧網路新聞可信度有幾分?_______分 □ (997)不知道 □ (998)拒答 【E1答(01)者,需回答此題】 訪員注意: 若覺得不同家網路新聞的可信度不同,請以整體感覺來評分。 請先就一般印象評分,若真的無法回答再鍵入「(997)不知道」。 【前導語】接下來,我們想請教您對於臺灣媒體與網路的看法,請您選出最符合您想法的答案。"
450,vJB1m01,JB1,match,,"0,1",,,,"0,1",,,,multiple-response binary,"JB1‧請問您認為目前臺灣電視新聞節目有下列哪些不好的地方,需要解決?(可多選)(卡26) 【B5答0者,不需答此題】 訪員注意: 1.各台同質性高(一窩蜂):不同台報導同樣新聞。 2.一直重複報導相同內容:同一台重複報導一樣新聞。 □ (01)內容八卦(台語:探聽公眾人物的私生活) □ (02)內容聳動(台語:新聞節目報導內容很hum) □ (03)內容商業化(置入特定廠商的產品等訊息) □ (04)各台同質性高(一窩蜂)(台語:很多台新聞節目內容攏港款) □ (05)不夠中立 □ (06)一直重複報導相同內容(台語:同一台,攏咧報已經報過的內容) □ (07)內容不實 □ (08)負面新聞"
451,vJB1m02,JB1,match,,"0,1",,,,"0,1",,,,multiple-response binary,"JB1‧請問您認為目前臺灣電視新聞節目有下列哪些不好的地方,需要解決?(可多選)(卡26) 【B5答0者,不需答此題】 訪員注意: 1.各台同質性高(一窩蜂):不同台報導同樣新聞。 2.一直重複報導相同內容:同一台重複報導一樣新聞。 □ (01)內容八卦(台語:探聽公眾人物的私生活) □ (02)內容聳動(台語:新聞節目報導內容很hum) □ (03)內容商業化(置入特定廠商的產品等訊息) □ (04)各台同質性高(一窩蜂)(台語:很多台新聞節目內容攏港款) □ (05)不夠中立 □ (06)一直重複報導相同內容(台語:同一台,攏咧報已經報過的內容) □ (07)內容不實 □ (08)負面新聞"
452,vJB1m03,JB1,match,,"0,1",,,,"0,1",,,,multiple-response binary,"JB1‧請問您認為目前臺灣電視新聞節目有下列哪些不好的地方,需要解決?(可多選)(卡26) 【B5答0者,不需答此題】 訪員注意: 1.各台同質性高(一窩蜂):不同台報導同樣新聞。 2.一直重複報導相同內容:同一台重複報導一樣新聞。 □ (01)內容八卦(台語:探聽公眾人物的私生活) □ (02)內容聳動(台語:新聞節目報導內容很hum) □ (03)內容商業化(置入特定廠商的產品等訊息) □ (04)各台同質性高(一窩蜂)(台語:很多台新聞節目內容攏港款) □ (05)不夠中立 □ (06)一直重複報導相同內容(台語:同一台,攏咧報已經報過的內容) □ (07)內容不實 □ (08)負面新聞"
453,vJB1m04,JB1,match,,"0,1",,,,"0,1",,,,multiple-response binary,"JB1‧請問您認為目前臺灣電視新聞節目有下列哪些不好的地方,需要解決?(可多選)(卡26) 【B5答0者,不需答此題】 訪員注意: 1.各台同質性高(一窩蜂):不同台報導同樣新聞。 2.一直重複報導相同內容:同一台重複報導一樣新聞。 □ (01)內容八卦(台語:探聽公眾人物的私生活) □ (02)內容聳動(台語:新聞節目報導內容很hum) □ (03)內容商業化(置入特定廠商的產品等訊息) □ (04)各台同質性高(一窩蜂)(台語:很多台新聞節目內容攏港款) □ (05)不夠中立 □ (06)一直重複報導相同內容(台語:同一台,攏咧報已經報過的內容) □ (07)內容不實 □ (08)負面新聞"
454,vJB1m05,JB1,match,,"0,1",,,,"0,1",,,,multiple-response binary,"JB1‧請問您認為目前臺灣電視新聞節目有下列哪些不好的地方,需要解決?(可多選)(卡26) 【B5答0者,不需答此題】 訪員注意: 1.各台同質性高(一窩蜂):不同台報導同樣新聞。 2.一直重複報導相同內容:同一台重複報導一樣新聞。 □ (01)內容八卦(台語:探聽公眾人物的私生活) □ (02)內容聳動(台語:新聞節目報導內容很hum) □ (03)內容商業化(置入特定廠商的產品等訊息) □ (04)各台同質性高(一窩蜂)(台語:很多台新聞節目內容攏港款) □ (05)不夠中立 □ (06)一直重複報導相同內容(台語:同一台,攏咧報已經報過的內容) □ (07)內容不實 □ (08)負面新聞"
455,vJB1m06,JB1,match,,"0,1",,,,"0,1",,,,multiple-response binary,"JB1‧請問您認為目前臺灣電視新聞節目有下列哪些不好的地方,需要解決?(可多選)(卡26) 【B5答0者,不需答此題】 訪員注意: 1.各台同質性高(一窩蜂):不同台報導同樣新聞。 2.一直重複報導相同內容:同一台重複報導一樣新聞。 □ (01)內容八卦(台語:探聽公眾人物的私生活) □ (02)內容聳動(台語:新聞節目報導內容很hum) □ (03)內容商業化(置入特定廠商的產品等訊息) □ (04)各台同質性高(一窩蜂)(台語:很多台新聞節目內容攏港款) □ (05)不夠中立 □ (06)一直重複報導相同內容(台語:同一台,攏咧報已經報過的內容) □ (07)內容不實 □ (08)負面新聞"
456,vJB1m07,JB1,match,,"0,1",,,,"0,1",,,,multiple-response binary,"JB1‧請問您認為目前臺灣電視新聞節目有下列哪些不好的地方,需要解決?(可多選)(卡26) 【B5答0者,不需答此題】 訪員注意: 1.各台同質性高(一窩蜂):不同台報導同樣新聞。 2.一直重複報導相同內容:同一台重複報導一樣新聞。 □ (01)內容八卦(台語:探聽公眾人物的私生活) □ (02)內容聳動(台語:新聞節目報導內容很hum) □ (03)內容商業化(置入特定廠商的產品等訊息) □ (04)各台同質性高(一窩蜂)(台語:很多台新聞節目內容攏港款) □ (05)不夠中立 □ (06)一直重複報導相同內容(台語:同一台,攏咧報已經報過的內容) □ (07)內容不實 □ (08)負面新聞"
457,vJB1m08,JB1,match,,"0,1",,,,"0,1",,,,multiple-response binary,"JB1‧請問您認為目前臺灣電視新聞節目有下列哪些不好的地方,需要解決?(可多選)(卡26) 【B5答0者,不需答此題】 訪員注意: 1.各台同質性高(一窩蜂):不同台報導同樣新聞。 2.一直重複報導相同內容:同一台重複報導一樣新聞。 □ (01)內容八卦(台語:探聽公眾人物的私生活) □ (02)內容聳動(台語:新聞節目報導內容很hum) □ (03)內容商業化(置入特定廠商的產品等訊息) □ (04)各台同質性高(一窩蜂)(台語:很多台新聞節目內容攏港款) □ (05)不夠中立 □ (06)一直重複報導相同內容(台語:同一台,攏咧報已經報過的內容) □ (07)內容不實 □ (08)負面新聞"
458,vJB1m09,JB1,match,,"0,1",,,,"0,1",,,,multiple-response binary,"JB1‧請問您認為目前臺灣電視新聞節目有下列哪些不好的地方,需要解決?(可多選)(卡26) 【B5答0者,不需答此題】 訪員注意: 1.各台同質性高(一窩蜂):不同台報導同樣新聞。 2.一直重複報導相同內容:同一台重複報導一樣新聞。 □ (01)內容八卦(台語:探聽公眾人物的私生活) □ (02)內容聳動(台語:新聞節目報導內容很hum) □ (03)內容商業化(置入特定廠商的產品等訊息) □ (04)各台同質性高(一窩蜂)(台語:很多台新聞節目內容攏港款) □ (05)不夠中立 □ (06)一直重複報導相同內容(台語:同一台,攏咧報已經報過的內容) □ (07)內容不實 □ (08)負面新聞"
459,vJB1m10,JB1,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"JB1‧請問您認為目前臺灣電視新聞節目有下列哪些不好的地方,需要解決?(可多選)(卡26) 【B5答0者,不需答此題】 訪員注意: 1.各台同質性高(一窩蜂):不同台報導同樣新聞。 2.一直重複報導相同內容:同一台重複報導一樣新聞。 □ (01)內容八卦(台語:探聽公眾人物的私生活) □ (02)內容聳動(台語:新聞節目報導內容很hum) □ (03)內容商業化(置入特定廠商的產品等訊息) □ (04)各台同質性高(一窩蜂)(台語:很多台新聞節目內容攏港款) □ (05)不夠中立 □ (06)一直重複報導相同內容(台語:同一台,攏咧報已經報過的內容) □ (07)內容不實 □ (08)負面新聞"
460,vJB1m11,JB1,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"JB1‧請問您認為目前臺灣電視新聞節目有下列哪些不好的地方,需要解決?(可多選)(卡26) 【B5答0者,不需答此題】 訪員注意: 1.各台同質性高(一窩蜂):不同台報導同樣新聞。 2.一直重複報導相同內容:同一台重複報導一樣新聞。 □ (01)內容八卦(台語:探聽公眾人物的私生活) □ (02)內容聳動(台語:新聞節目報導內容很hum) □ (03)內容商業化(置入特定廠商的產品等訊息) □ (04)各台同質性高(一窩蜂)(台語:很多台新聞節目內容攏港款) □ (05)不夠中立 □ (06)一直重複報導相同內容(台語:同一台,攏咧報已經報過的內容) □ (07)內容不實 □ (08)負面新聞"
461,vJB1m88,JB1,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"JB1‧請問您認為目前臺灣電視新聞節目有下列哪些不好的地方,需要解決?(可多選)(卡26) 【B5答0者,不需答此題】 訪員注意: 1.各台同質性高(一窩蜂):不同台報導同樣新聞。 2.一直重複報導相同內容:同一台重複報導一樣新聞。 □ (01)內容八卦(台語:探聽公眾人物的私生活) □ (02)內容聳動(台語:新聞節目報導內容很hum) □ (03)內容商業化(置入特定廠商的產品等訊息) □ (04)各台同質性高(一窩蜂)(台語:很多台新聞節目內容攏港款) □ (05)不夠中立 □ (06)一直重複報導相同內容(台語:同一台,攏咧報已經報過的內容) □ (07)內容不實 □ (08)負面新聞"
462,vJB1m90,JB1,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"JB1‧請問您認為目前臺灣電視新聞節目有下列哪些不好的地方,需要解決?(可多選)(卡26) 【B5答0者,不需答此題】 訪員注意: 1.各台同質性高(一窩蜂):不同台報導同樣新聞。 2.一直重複報導相同內容:同一台重複報導一樣新聞。 □ (01)內容八卦(台語:探聽公眾人物的私生活) □ (02)內容聳動(台語:新聞節目報導內容很hum) □ (03)內容商業化(置入特定廠商的產品等訊息) □ (04)各台同質性高(一窩蜂)(台語:很多台新聞節目內容攏港款) □ (05)不夠中立 □ (06)一直重複報導相同內容(台語:同一台,攏咧報已經報過的內容) □ (07)內容不實 □ (08)負面新聞"
463,vJB2m01,JB2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"JB2‧那請問您認為目前台灣網路內容有哪些不好的地方,需要解決?(可多選)(卡27)【E1答(01)者,需回答此題】 訪員注意: 網路仇恨言論:在網路上針對某些族群特徵(例如:政治立場、性取向、宗教、種族等)而提出 的仇恨或歧視言論。 2. 網軍帶風向:政府、政黨或政治人物花錢找人在網路上發表評論,達到宣傳或抹黑的目的。 3. 名嘴帶風向、網紅帶風向:名嘴或網紅試圖引導主流意見,左右選民的想法。 4. 假新聞:指有人刻意虛構、故意流傳的錯誤新聞或消息,要來誤導大眾。 □ (01)網路言論藍綠(政治)對立 □ (02)網路充滿仇恨言論(如酸民) □ (03)網軍帶風向 □ (04)名嘴帶風向 □"
464,vJB2m02,JB2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"JB2‧那請問您認為目前台灣網路內容有哪些不好的地方,需要解決?(可多選)(卡27)【E1答(01)者,需回答此題】 訪員注意: 網路仇恨言論:在網路上針對某些族群特徵(例如:政治立場、性取向、宗教、種族等)而提出 的仇恨或歧視言論。 2. 網軍帶風向:政府、政黨或政治人物花錢找人在網路上發表評論,達到宣傳或抹黑的目的。 3. 名嘴帶風向、網紅帶風向:名嘴或網紅試圖引導主流意見,左右選民的想法。 4. 假新聞:指有人刻意虛構、故意流傳的錯誤新聞或消息,要來誤導大眾。 □ (01)網路言論藍綠(政治)對立 □ (02)網路充滿仇恨言論(如酸民) □ (03)網軍帶風向 □ (04)名嘴帶風向 □"
465,vJB2m03,JB2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"JB2‧那請問您認為目前台灣網路內容有哪些不好的地方,需要解決?(可多選)(卡27)【E1答(01)者,需回答此題】 訪員注意: 網路仇恨言論:在網路上針對某些族群特徵(例如:政治立場、性取向、宗教、種族等)而提出 的仇恨或歧視言論。 2. 網軍帶風向:政府、政黨或政治人物花錢找人在網路上發表評論,達到宣傳或抹黑的目的。 3. 名嘴帶風向、網紅帶風向:名嘴或網紅試圖引導主流意見,左右選民的想法。 4. 假新聞:指有人刻意虛構、故意流傳的錯誤新聞或消息,要來誤導大眾。 □ (01)網路言論藍綠(政治)對立 □ (02)網路充滿仇恨言論(如酸民) □ (03)網軍帶風向 □ (04)名嘴帶風向 □"
466,vJB2m04,JB2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"JB2‧那請問您認為目前台灣網路內容有哪些不好的地方,需要解決?(可多選)(卡27)【E1答(01)者,需回答此題】 訪員注意: 網路仇恨言論:在網路上針對某些族群特徵(例如:政治立場、性取向、宗教、種族等)而提出 的仇恨或歧視言論。 2. 網軍帶風向:政府、政黨或政治人物花錢找人在網路上發表評論,達到宣傳或抹黑的目的。 3. 名嘴帶風向、網紅帶風向:名嘴或網紅試圖引導主流意見,左右選民的想法。 4. 假新聞:指有人刻意虛構、故意流傳的錯誤新聞或消息,要來誤導大眾。 □ (01)網路言論藍綠(政治)對立 □ (02)網路充滿仇恨言論(如酸民) □ (03)網軍帶風向 □ (04)名嘴帶風向 □"
467,vJB2m05,JB2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"JB2‧那請問您認為目前台灣網路內容有哪些不好的地方,需要解決?(可多選)(卡27)【E1答(01)者,需回答此題】 訪員注意: 網路仇恨言論:在網路上針對某些族群特徵(例如:政治立場、性取向、宗教、種族等)而提出 的仇恨或歧視言論。 2. 網軍帶風向:政府、政黨或政治人物花錢找人在網路上發表評論,達到宣傳或抹黑的目的。 3. 名嘴帶風向、網紅帶風向:名嘴或網紅試圖引導主流意見,左右選民的想法。 4. 假新聞:指有人刻意虛構、故意流傳的錯誤新聞或消息,要來誤導大眾。 □ (01)網路言論藍綠(政治)對立 □ (02)網路充滿仇恨言論(如酸民) □ (03)網軍帶風向 □ (04)名嘴帶風向 □"
468,vJB2m06,JB2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"JB2‧那請問您認為目前台灣網路內容有哪些不好的地方,需要解決?(可多選)(卡27)【E1答(01)者,需回答此題】 訪員注意: 網路仇恨言論:在網路上針對某些族群特徵(例如:政治立場、性取向、宗教、種族等)而提出 的仇恨或歧視言論。 2. 網軍帶風向:政府、政黨或政治人物花錢找人在網路上發表評論,達到宣傳或抹黑的目的。 3. 名嘴帶風向、網紅帶風向:名嘴或網紅試圖引導主流意見,左右選民的想法。 4. 假新聞:指有人刻意虛構、故意流傳的錯誤新聞或消息,要來誤導大眾。 □ (01)網路言論藍綠(政治)對立 □ (02)網路充滿仇恨言論(如酸民) □ (03)網軍帶風向 □ (04)名嘴帶風向 □"
469,vJB2m07,JB2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"JB2‧那請問您認為目前台灣網路內容有哪些不好的地方,需要解決?(可多選)(卡27)【E1答(01)者,需回答此題】 訪員注意: 網路仇恨言論:在網路上針對某些族群特徵(例如:政治立場、性取向、宗教、種族等)而提出 的仇恨或歧視言論。 2. 網軍帶風向:政府、政黨或政治人物花錢找人在網路上發表評論,達到宣傳或抹黑的目的。 3. 名嘴帶風向、網紅帶風向:名嘴或網紅試圖引導主流意見,左右選民的想法。 4. 假新聞:指有人刻意虛構、故意流傳的錯誤新聞或消息,要來誤導大眾。 □ (01)網路言論藍綠(政治)對立 □ (02)網路充滿仇恨言論(如酸民) □ (03)網軍帶風向 □ (04)名嘴帶風向 □"
470,vJB2m88,JB2,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"JB2‧那請問您認為目前台灣網路內容有哪些不好的地方,需要解決?(可多選)(卡27)【E1答(01)者,需回答此題】 訪員注意: 網路仇恨言論:在網路上針對某些族群特徵(例如:政治立場、性取向、宗教、種族等)而提出 的仇恨或歧視言論。 2. 網軍帶風向:政府、政黨或政治人物花錢找人在網路上發表評論,達到宣傳或抹黑的目的。 3. 名嘴帶風向、網紅帶風向:名嘴或網紅試圖引導主流意見,左右選民的想法。 4. 假新聞:指有人刻意虛構、故意流傳的錯誤新聞或消息,要來誤導大眾。 □ (01)網路言論藍綠(政治)對立 □ (02)網路充滿仇恨言論(如酸民) □ (03)網軍帶風向 □ (04)名嘴帶風向 □"
471,vJB2m90,JB2,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"JB2‧那請問您認為目前台灣網路內容有哪些不好的地方,需要解決?(可多選)(卡27)【E1答(01)者,需回答此題】 訪員注意: 網路仇恨言論:在網路上針對某些族群特徵(例如:政治立場、性取向、宗教、種族等)而提出 的仇恨或歧視言論。 2. 網軍帶風向:政府、政黨或政治人物花錢找人在網路上發表評論,達到宣傳或抹黑的目的。 3. 名嘴帶風向、網紅帶風向:名嘴或網紅試圖引導主流意見,左右選民的想法。 4. 假新聞:指有人刻意虛構、故意流傳的錯誤新聞或消息,要來誤導大眾。 □ (01)網路言論藍綠(政治)對立 □ (02)網路充滿仇恨言論(如酸民) □ (03)網軍帶風向 □ (04)名嘴帶風向 □"
472,vH1,H1,match,,"0,990",991,997,998,"0,990",991,997,998,explicit numeric range,"H1‧接下來,想要請教您有關「平常與人接觸程度」的題目。 請問您平常一天會固定「面對面」接觸且認識的人有幾位? 包括互相點頭、打招呼、講話,對方與您認識才算,認識指的是彼此叫得出名字 【數值題,範圍為0-990、991、997、998】 訪員注意: 1.「平常」指的是週一至週五間「固定」會接觸到的人(例如家人、朋友、同事),若在服務業、運輸業、零售業等,每天會遇到不同客人,若沒有固定接觸到的就不算。 2.本題請填寫整數,若超過990人請鍵入「991」;如受訪者沒有固定「面對面」接觸且認識的人,請填入「0」。 ________人 □ (991)超過990人 □ (997)不知道 □ (998)拒"
473,vH2,H2,range_match_special_diff,r1 matches; r2-r4 differ,"1,5",997,998,97,"1,5",97,997,998,option code span,"H2‧那比較接近下面哪個答案?【H1答(997)或(998)者,需回答此題】 □ (01) 0人 □ (02) 1到2人 □ (03) 3到5人 □ (04) 6到10人 □ (05) 11人以上□ (97)不知道 □ (98)拒答"
474,vH3,H3,match,,"1,5",97,98,,"1,5",97,98,,option code span,"H3‧那這些與您「面對面」接觸且認識的人裡面,大概有多少跟您很熟?(卡28)【H1答0者,或H2答(01)者,不需回答此題】 □ (01)幾乎全部都很熟 □ (02)大部分很熟 □ (03)大概一半熟,一半不熟 □ (04)大部分不熟 □ (05)幾乎全部都不熟□ (97)不知道 □ (98)拒答"
475,vH4,H4,match,,"0,990",991,997,998,"0,990",991,997,998,explicit numeric range,"H4‧請問您平常一天會固定「透過網路」接觸且認識的人有幾位?例如在臉書(Facebook)、LINE、線上遊戲平台互相傳訊息或貼圖,叫得出名字或暱稱才算。【數值題,範圍為0-990、991、997、998】【E1答(01)者,需回答此題】 * 有互相傳訊息或貼圖才算,只在受訪者聯絡清單上但沒有互動就不算。 * 如果受訪者在LINE群組傳訊息,有回應的人才算,沒回應的人不算。 訪員注意:本題請填寫整數,若超過990人請鍵入「991」;如受訪者沒有固定「透過網路」接觸且認識的人,請填入「0」。 ________人 □ (991)超過990人 □ (997)不知道 □ (998)拒答"
476,vH5,H5,range_match_special_diff,r1 matches; r2-r4 differ,"1,5",997,998,97,"1,5",97,997,998,option code span,"H5‧那比較接近下面哪個答案?【H4答(997)或(998)者,才需回答此題】 □ (01) 0人 □ (02) 1到2人 □ (03) 3到5人 □ (04) 6到10人 □ (05) 11人以上□ (97)不知道 □ (98)拒答"
