status,row,qid,direction,條件,應答,不應答,限制,source,reason,bracket,text
proposal,,J4_2,skip,vA9 in 1,,vJ4_2,,"J4_2‧報紙(紙本)新聞可信度有幾分?_______分  □ (997)不知道□ (998)拒答【A9答(01)者,不需回答此題】",,,
proposal,,J4_2,skip_inverse,vA9~=1,vJ4_2,,,"J4_2‧報紙(紙本)新聞可信度有幾分?_______分  □ (997)不知道□ (998)拒答【A9答(01)者,不需回答此題】",,,
proposal,,J4_4,skip,vA9 in 1,,vJ4_4,,"J4_4‧雜誌(紙本)新聞可信度有幾分?_______分  □ (997)不知道 □ (998)拒答【A9答(01)者,不需回答此題】",,,
proposal,,J4_4,skip_inverse,vA9~=1,vJ4_4,,,"J4_4‧雜誌(紙本)新聞可信度有幾分?_______分  □ (997)不知道 □ (998)拒答【A9答(01)者,不需回答此題】",,,
proposal,,J4_5,need,vE1 in 1,vJ4_5,,,"J4_5‧網路新聞可信度有幾分?_______分  □ (997)不知道 □ (998)拒答 【E1答(01)者,需回答此題】",,,
proposal,,J4_5,need_inverse,vE1~=1,,vJ4_5,,"J4_5‧網路新聞可信度有幾分?_______分  □ (997)不知道 □ (998)拒答 【E1答(01)者,需回答此題】",,,
proposal,,JB1,skip,vB5 in 0,,"vJB1m01,vJB1m02,vJB1m03,vJB1m04,vJB1m05,vJB1m06,vJB1m07,vJB1m08,vJB1m09,vJB1m10,vJB1m11,vJB1m88,vJB1m90",,"JB1‧請問您認為目前臺灣電視新聞節目有下列哪些不好的地方,需要解決?(可多選)(卡26) 【B5答0者,不需答此題】",,,
proposal,,JB1,skip_inverse,vB5~=0 & vB5~=9996,"vJB1m01,vJB1m02,vJB1m03,vJB1m04,vJB1m05,vJB1m06,vJB1m07,vJB1m08,vJB1m09,vJB1m10,vJB1m11,vJB1m88,vJB1m90",,,"JB1‧請問您認為目前臺灣電視新聞節目有下列哪些不好的地方,需要解決?(可多選)(卡26) 【B5答0者,不需答此題】",,,
proposal,,JB2,need,vE1 in 1,"vJB2m01,vJB2m02,vJB2m03,vJB2m04,vJB2m05,vJB2m06,vJB2m07,vJB2m88,vJB2m90",,,"JB2‧那請問您認為目前台灣網路內容有哪些不好的地方,需要解決?(可多選)(卡27)【E1答(01)者,需回答此題】",,,
proposal,,JB2,need_inverse,vE1~=1,,"vJB2m01,vJB2m02,vJB2m03,vJB2m04,vJB2m05,vJB2m06,vJB2m07,vJB2m88,vJB2m90",,"JB2‧那請問您認為目前台灣網路內容有哪些不好的地方,需要解決?(可多選)(卡27)【E1答(01)者,需回答此題】",,,
proposal,,H2,need,vH1 in 997 | vH1 in 998,vH2,,,"H2‧那比較接近下面哪個答案?【H1答(997)或(998)者,需回答此題】",,,
proposal,,H2,need_inverse,vH1~=997 & vH1~=998,,vH2,,"H2‧那比較接近下面哪個答案?【H1答(997)或(998)者,需回答此題】",,,
proposal,,H3,skip,vH1 in 0 | vH2 in 1,,vH3,,"H3‧那這些與您「面對面」接觸且認識的人裡面,大概有多少跟您很熟?(卡28)【H1答0者,或H2答(01)者,不需回答此題】",,,
proposal,,H3,skip_inverse,vH1~=0 & vH2~=1 & vH2~=96,vH3,,,"H3‧那這些與您「面對面」接觸且認識的人裡面,大概有多少跟您很熟?(卡28)【H1答0者,或H2答(01)者,不需回答此題】",,,
proposal,,H4,need,vE1 in 1,vH4,,,"H4‧請問您平常一天會固定「透過網路」接觸且認識的人有幾位?例如在臉書(Facebook)、LINE、線上遊戲平台互相傳訊息或貼圖,叫得出名字或暱稱才算。【數值題,範圍為0-990、991、997、998】【E1答(01)者,需回答此題】",,,
proposal,,H4,need_inverse,vE1~=1,,vH4,,"H4‧請問您平常一天會固定「透過網路」接觸且認識的人有幾位?例如在臉書(Facebook)、LINE、線上遊戲平台互相傳訊息或貼圖,叫得出名字或暱稱才算。【數值題,範圍為0-990、991、997、998】【E1答(01)者,需回答此題】",,,
proposal,,H5,need,vH4 in 997 | vH4 in 998,vH5,,,"H5‧那比較接近下面哪個答案?【H4答(997)或(998)者,才需回答此題】",,,
proposal,,H5,need_inverse,vH4~=997 & vH4~=998 & vH4~=9996,,vH5,,"H5‧那比較接近下面哪個答案?【H4答(997)或(998)者,才需回答此題】",,,
proposal,,H6,skip,vH4 in 0 | vH5 in 1,,vH6,,"H6‧請問這些「透過網路」接觸且認識的人裡面,大概有多少跟您很熟?(卡28)【H4答0者,或H5答(01)者,不需回答此題】",,,
proposal,,H6,skip_inverse,vH4~=0 & vH5~=1 & vH4~=9996 & vH5~=96,vH6,,,"H6‧請問這些「透過網路」接觸且認識的人裡面,大概有多少跟您很熟?(卡28)【H4答0者,或H5答(01)者,不需回答此題】",,,
proposal,,H7,need,vH1~=0 & vH1~=997 & vH1~=998 & vH4~=0 & vH4~=997 & vH4~=998,vH7,,,"H7‧您平常一天會固定面對面接觸且認識的人有【貼題H1】人,會透過網路(例如:LINE)接觸且認識的人有【貼題H4】人,請問這兩群人中您會面對面同時也會透過網路接觸且認識的人有幾位?【數值題,範圍為0-990、991、997、998】【H1未答0、(997)、(998),且H4未答0、(997)、(998),需答此題】",,,
proposal,,H7,need_inverse,(vH1 in 0 | vH1 in 997 | vH1 in 998 | vH4 in 0 | vH4 in 997 | vH4 in 998) & vH4~=9996,,vH7,,"H7‧您平常一天會固定面對面接觸且認識的人有【貼題H1】人,會透過網路(例如:LINE)接觸且認識的人有【貼題H4】人,請問這兩群人中您會面對面同時也會透過網路接觸且認識的人有幾位?【數值題,範圍為0-990、991、997、998】【H1未答0、(997)、(998),且H4未答0、(997)、(998),需答此題】",,,
proposal,,H7_1,need,vH1~=0 & vH1~=997 & vH1~=998 & vH5~=1 & vH5~=97 & vH5~=98,vH7_1,,,"H7_1‧您平常一天會固定面對面接觸且認識的人有【貼題H1】人,會透過網路(例如:LINE)接觸且認識的人有【貼題H5】人,請問這兩群人中您會面對面同時也會透過網路接觸且認識的人有幾位?【數值題,範圍為0-990、991、997、998】【H1未答0、(997)、(998),且H5未答(01)、(97)、(98)者,需答此題】",,,
proposal,,H7_1,need_inverse,(vH1 in 0 | vH1 in 997 | vH1 in 998 | vH5 in 1 | vH5 in 97 | vH5 in 98) & vH5~=96,,vH7_1,,"H7_1‧您平常一天會固定面對面接觸且認識的人有【貼題H1】人,會透過網路(例如:LINE)接觸且認識的人有【貼題H5】人,請問這兩群人中您會面對面同時也會透過網路接觸且認識的人有幾位?【數值題,範圍為0-990、991、997、998】【H1未答0、(997)、(998),且H5未答(01)、(97)、(98)者,需答此題】",,,
proposal,,H7_2,need,vH2~=1 & vH2~=97 & vH2~=98 & vH4~=0 & vH4~=997 & vH4~=998,vH7_2,,,"H7_2‧您平常一天會固定面對面接觸且認識的人有【貼題H2】人,會透過網路(例如:LINE)接觸且認識的人有【貼題H4】人,請問這兩群人中您會面對面同時也會透過網路接觸且認識的人有幾位?【數值題,範圍為0-990、991、997、998】【H2未答(01)、(97)、(98),且H4未答0、(997)、(998),需答此題】",,,
proposal,,H7_2,need_inverse,(vH2 in 1 | vH2 in 97 | vH2 in 98 | vH4 in 0 | vH4 in 997 | vH4 in 998) & vH2~=96 & vH4~=9996,,vH7_2,,"H7_2‧您平常一天會固定面對面接觸且認識的人有【貼題H2】人,會透過網路(例如:LINE)接觸且認識的人有【貼題H4】人,請問這兩群人中您會面對面同時也會透過網路接觸且認識的人有幾位?【數值題,範圍為0-990、991、997、998】【H2未答(01)、(97)、(98),且H4未答0、(997)、(998),需答此題】",,,
proposal,,H7_3,need,vH2~=1 & vH2~=97 & vH2~=98 & vH5~=1 & vH5~=97 & vH5~=98,vH7_3,,,"H7_3‧您平常一天會固定面對面接觸且認識的人有【貼題H2】人,會透過網路(例如:LINE)接觸且認識的人有【貼題H5】人,請問這兩群人中您會面對面同時也會透過網路接觸且認識的人有幾位?【數值題,範圍為0-990、991、997、998】【H2未答(01)、(97)、(98),且H5未答(01)、(97)、(98)者,需答此題】",,,
proposal,,H7_3,need_inverse,(vH2 in 1 | vH2 in 97 | vH2 in 98 | vH5 in 1 | vH5 in 97 | vH5 in 98) & vH2~=96 & vH5~=96,,vH7_3,,"H7_3‧您平常一天會固定面對面接觸且認識的人有【貼題H2】人,會透過網路(例如:LINE)接觸且認識的人有【貼題H5】人,請問這兩群人中您會面對面同時也會透過網路接觸且認識的人有幾位?【數值題,範圍為0-990、991、997、998】【H2未答(01)、(97)、(98),且H5未答(01)、(97)、(98)者,需答此題】",,,
proposal,,M2,skip,vM1g1 in 0 & vM1g2 in 0,,"vM2m01,vM2m02,vM2m03,vM2m04,vM2m05,vM2m06,vM2m07,vM2m08,vM2m09,vM2m10,vM2m11,vM2m12,vM2m13,vM2m14,vM2m15,vM2m16,vM2m88",,"M2‧請問您常常在玩的遊戲類型(包含App遊戲)有哪幾種呢?(可多選)(卡29)【M1答0者,不需回答此題】",,,
proposal,,M2,skip_inverse,vM1g1~=0 | vM1g2~=0,"vM2m01,vM2m02,vM2m03,vM2m04,vM2m05,vM2m06,vM2m07,vM2m08,vM2m09,vM2m10,vM2m11,vM2m12,vM2m13,vM2m14,vM2m15,vM2m16,vM2m88",,,"M2‧請問您常常在玩的遊戲類型(包含App遊戲)有哪幾種呢?(可多選)(卡29)【M1答0者,不需回答此題】",,,
proposal,,M3,skip,vM1g1 in 0 & vM1g2 in 0,,"vM3m01,vM3m02,vM3m03,vM3m04,vM3m05,vM3m06,vM3m07,vM3m08,vM3m09,vM3m10,vM3m11,vM3m12,vM3m13,vM3m88",,"M3‧請問您玩電玩遊戲的主要原因或動機是什麼呢?(可多選)【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(13)隨機出現】【M1答0者,不需回答此題】",,,
proposal,,M3,skip_inverse,vM1g1~=0 | vM1g2~=0,"vM3m01,vM3m02,vM3m03,vM3m04,vM3m05,vM3m06,vM3m07,vM3m08,vM3m09,vM3m10,vM3m11,vM3m12,vM3m13,vM3m88",,,"M3‧請問您玩電玩遊戲的主要原因或動機是什麼呢?(可多選)【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(13)隨機出現】【M1答0者,不需回答此題】",,,
proposal,,M4,skip,vM1g1 in 0 & vM1g2 in 0,,"vM4sM4,vM4sM5,vM4sM6",,"M4-M6‧當您在玩電玩遊戲的時候,請問您同不同意接下來的一些說法?(卡30)【M4至M6請用群組題方式排版】【M1答0者,不需回答此題】",,,
proposal,,M4,skip_inverse,vM1g1~=0 | vM1g2~=0,"vM4sM4,vM4sM5,vM4sM6",,,"M4-M6‧當您在玩電玩遊戲的時候,請問您同不同意接下來的一些說法?(卡30)【M4至M6請用群組題方式排版】【M1答0者,不需回答此題】",,,
proposal,,N24,need,vO1 in 1 | vO1 in 2 | vO1 in 3 | vO1 in 4 | vO1 in 5 | vO1 in 88,vN24,,,"N24‧整體而言,您對於您的工作滿不滿意?(卡33) 【O1答(01)-(05)、(88)者,需回答此題】",,,
proposal,,N24,need_inverse,vO1~=1 & vO1~=2 & vO1~=3 & vO1~=4 & vO1~=5 & vO1~=88,,vN24,,"N24‧整體而言,您對於您的工作滿不滿意?(卡33) 【O1答(01)-(05)、(88)者,需回答此題】",,,
proposal,,Q1,skip,vG1 in 0 | vA9 in 1,,vQ1,,"Q1. 最近一個月,請問您有多常透過報紙獲得政治或公共事務的訊息呢? (卡40)【G1回答0者,不需回答此題】【A9答(01)不識字者不需回答此題】",,,
proposal,,Q1,skip_inverse,vG1~=0 & vA9~=1 & vG1~=9996,vQ1,,,"Q1. 最近一個月,請問您有多常透過報紙獲得政治或公共事務的訊息呢? (卡40)【G1回答0者,不需回答此題】【A9答(01)不識字者不需回答此題】",,,
proposal,,Q2,skip,vF0 in 90 | vA9 in 1,,vQ2,,"Q2. 最近一個月,請問您有多常透過雜誌獲得政治或公共事務的訊息呢?(卡40)【F0回答90者,不需回答此題】【A9答(01)不識字者不需回答此題】",,,
proposal,,Q2,skip_inverse,vF0~=90 & vA9~=1 & vF0~=96,vQ2,,,"Q2. 最近一個月,請問您有多常透過雜誌獲得政治或公共事務的訊息呢?(卡40)【F0回答90者,不需回答此題】【A9答(01)不識字者不需回答此題】",,,
proposal,,Q3,skip,vC1 in 0,,vQ3,,"Q3. 最近一個月,請問您有多常透過廣播獲得政治或公共事務的訊息呢? (卡40)【C1回答0者,不需回答此題】",,,
proposal,,Q3,skip_inverse,vC1~=0,vQ3,,,"Q3. 最近一個月,請問您有多常透過廣播獲得政治或公共事務的訊息呢? (卡40)【C1回答0者,不需回答此題】",,,
proposal,,Q4,skip,vB1 in 0 & vB3 in 0,,vQ4,,"Q4. 最近一個月,請問您有多常透過電視獲得政治或公共事務的訊息呢?(卡40)【B1及B3皆回答0者,不需回答此題】",,,
proposal,,Q4,skip_inverse,vB1~=0 | vB3~=0,vQ4,,,"Q4. 最近一個月,請問您有多常透過電視獲得政治或公共事務的訊息呢?(卡40)【B1及B3皆回答0者,不需回答此題】",,,
proposal,,Q5,need,vE1 in 1,vQ5,,,"Q5. 請問您有沒有透過網路接觸到(包括:觀看、瀏覽、點閱或蒐尋)和「政治或公共事務」有關的新聞、訊息或影片?【E1答(01)者,需回答此題】",,,
proposal,,Q5,need_inverse,vE1~=1,,vQ5,,"Q5. 請問您有沒有透過網路接觸到(包括:觀看、瀏覽、點閱或蒐尋)和「政治或公共事務」有關的新聞、訊息或影片?【E1答(01)者,需回答此題】",,,
proposal,,Q6,skip,vQ5 in 2 | vQ5 in 97 | vQ5 in 98 | vK2m90 in 1,,vQ6,,"Q6 社群媒體(如:Threads、臉書Facebook、Instagram、抖音TikTok等)?(卡41)【Q5答(02)、(97)、(98)者,或K2答(90)者,不需答此題】【不須答此題】",,,
proposal,,Q6,skip_inverse,vQ5~=2 & vQ5~=97 & vQ5~=98 & vK2m90~=1 & vQ5~=96,vQ6,,,"Q6 社群媒體(如:Threads、臉書Facebook、Instagram、抖音TikTok等)?(卡41)【Q5答(02)、(97)、(98)者,或K2答(90)者,不需答此題】【不須答此題】",,,
proposal,,Q7,skip,vQ5 in 2 | vQ5 in 97 | vQ5 in 98 | vK3m90 in 1,,vQ7,,"Q7 影音平台(如:YouTube)?(卡41)【Q5答(02)、(97)、(98)者,或K3答(90)者,不需答此題】",,,
proposal,,Q7,skip_inverse,vQ5~=2 & vQ5~=97 & vQ5~=98 & vK3m90~=1 & vQ5~=96,vQ7,,,"Q7 影音平台(如:YouTube)?(卡41)【Q5答(02)、(97)、(98)者,或K3答(90)者,不需答此題】",,,
proposal,,Q8,skip,vQ5 in 2 | vQ5 in 97 | vQ5 in 98 | vK1m90 in 1,,vQ8,,"Q8 通訊軟體(如:LINE、FB messenger)?(卡41)【Q5答(02)、(97)、(98)者,或K1答(90)者,不需答此題】",,,
proposal,,Q8,skip_inverse,vQ5~=2 & vQ5~=97 & vQ5~=98 & vK1m90~=1 & vQ5~=96,vQ8,,,"Q8 通訊軟體(如:LINE、FB messenger)?(卡41)【Q5答(02)、(97)、(98)者,或K1答(90)者,不需答此題】",,,
proposal,,Q9,skip,vQ5 in 2 | vQ5 in 97 | vQ5 in 98 | (vG7m90 in 1 & vG8m90 in 1 & vG9m90 in 1 & vG10m90 in 1 & vG11m90 in 1),,vQ9,,"Q9 新聞網站(如:ETtoday新聞雲、聯合新聞網等)?(卡41)【Q5答(02)、(97)、(98)者,或G7和G8和G9和G10和G11皆答(90),不需答此題】",,,
proposal,,Q9,skip_inverse,(vQ5~=2 & vQ5~=97 & vQ5~=98 & (vG7m90~=1 | vG8m90~=1 | vG9m90~=1 | vG10m90~=1 | vG11m90~=1)) & vQ5~=96 & vG7m90~=96 & vG8m90~=96 & vG9m90~=96 & vG10m90~=96 & vG11m90~=96,vQ9,,,"Q9 新聞網站(如:ETtoday新聞雲、聯合新聞網等)?(卡41)【Q5答(02)、(97)、(98)者,或G7和G8和G9和G10和G11皆答(90),不需答此題】",,,
proposal,,Q10,need,vE1 in 1,vQ10,,,"Q10. 請問您有沒有透過網路轉貼、轉寄或分享和「政治或公共事務」有關的新聞、訊息或影片?【E1答(01)者,需回答此題】",,,
proposal,,Q10,need_inverse,vE1~=1,,vQ10,,"Q10. 請問您有沒有透過網路轉貼、轉寄或分享和「政治或公共事務」有關的新聞、訊息或影片?【E1答(01)者,需回答此題】",,,
proposal,,Q10,need,vQ5 in 2 & vQ10 in 1,vQ10,,,"Q10 【檢查題】CKQ10.請向受訪者說明:【Q5答(02)者,且Q10答(01)者,需回答此題】",,,
proposal,,Q10,need_inverse,(vQ5~=2 | vQ10~=1) & vQ5~=96 & vQ10~=96,,vQ10,,"Q10 【檢查題】CKQ10.請向受訪者說明:【Q5答(02)者,且Q10答(01)者,需回答此題】",,,
proposal,,Q11,skip,vQ10 in 2 | vQ10 in 97 | vQ10 in 98 | vK2m90 in 1 | vQ6 in 1,,vQ11,,"Q11 社群媒體(如:Threads、臉書Facebook、Instagram、抖音TikTok等)?(卡41)【Q10答(02)、(97)、(98)者,或K2答(90)者,或Q6答(01)者,不需答此題】",,,
proposal,,Q11,skip_inverse,vQ10~=2 & vQ10~=97 & vQ10~=98 & vK2m90~=1 & vQ6~=1 & vQ10~=96 & vQ6~=96,vQ11,,,"Q11 社群媒體(如:Threads、臉書Facebook、Instagram、抖音TikTok等)?(卡41)【Q10答(02)、(97)、(98)者,或K2答(90)者,或Q6答(01)者,不需答此題】",,,
proposal,,Q12,skip,vQ10 in 2 | vQ10 in 97 | vQ10 in 98 | vK3m90 in 1 | vQ7 in 1,,vQ12,,"Q12 影音平台(如:YouTube)?(卡41)【Q10答(02)、(97)、(98)者,或K3答(90)者,或Q7答(01)者,不需答此題】",,,
proposal,,Q12,skip_inverse,vQ10~=2 & vQ10~=97 & vQ10~=98 & vK3m90~=1 & vQ7~=1 & vQ10~=96 & vQ7~=96,vQ12,,,"Q12 影音平台(如:YouTube)?(卡41)【Q10答(02)、(97)、(98)者,或K3答(90)者,或Q7答(01)者,不需答此題】",,,
proposal,,Q13,skip,vQ10 in 2 | vQ10 in 97 | vQ10 in 98 | vK1m90 in 1 | vQ8 in 1,,vQ13,,"Q13 通訊軟體(如:LINE、FB messenger)?(卡41)【Q10答(02)、(97)、(98)者,或K1答(90)者,或Q8答(01)者,不需答此題】",,,
proposal,,Q13,skip_inverse,vQ10~=2 & vQ10~=97 & vQ10~=98 & vK1m90~=1 & vQ8~=1 & vQ10~=96 & vQ8~=96,vQ13,,,"Q13 通訊軟體(如:LINE、FB messenger)?(卡41)【Q10答(02)、(97)、(98)者,或K1答(90)者,或Q8答(01)者,不需答此題】",,,
proposal,,Q14,skip,vQ10 in 2 | vQ10 in 97 | vQ10 in 98 | (vG7m90 in 1 & vG8m90 in 1 & vG9m90 in 1 & vG10m90 in 1 & vG11m90 in 1) | vQ9 in 1,,vQ14,,"Q14.請問您多常透過下列網路平台轉貼、轉寄或分享和「政治或公共事務」有關的新聞、訊息或影片? 新聞網站(如:ETtoday新聞雲、聯合新聞網等)?(卡41)【Q10答(02)、(97)、(98)者,或G7和G8和G9和G10和G11皆答(90),或Q9答(01)者,不需答此題】",,,
proposal,,Q14,skip_inverse,(vQ10~=2 & vQ10~=97 & vQ10~=98 & (vG7m90~=1 | vG8m90~=1 | vG9m90~=1 | vG10m90~=1 | vG11m90~=1) & vQ9~=1) & vQ10~=96 & vG7m90~=96 & vG8m90~=96 & vG9m90~=96 & vG10m90~=96 & vG11m90~=96 & vQ9~=96,vQ14,,,"Q14.請問您多常透過下列網路平台轉貼、轉寄或分享和「政治或公共事務」有關的新聞、訊息或影片? 新聞網站(如:ETtoday新聞雲、聯合新聞網等)?(卡41)【Q10答(02)、(97)、(98)者,或G7和G8和G9和G10和G11皆答(90),或Q9答(01)者,不需答此題】",,,
proposal,,Q15,need,vE1 in 1,vQ15,,,"Q15. 請問您有沒有透過網路發布或發表「政治或公共事務」相關的訊息(包含製作影片或評論新聞)?【E1答(01)者,需回答此題】",,,
proposal,,Q15,need_inverse,vE1~=1,,vQ15,,"Q15. 請問您有沒有透過網路發布或發表「政治或公共事務」相關的訊息(包含製作影片或評論新聞)?【E1答(01)者,需回答此題】",,,
proposal,,Q16,skip,vQ15 in 2 | vQ15 in 97 | vQ15 in 98 | vK2m90 in 1,,vQ16,,"Q16 社群媒體(如:Threads、臉書Facebook、Instagram、抖音TikTok等)?(卡41)【Q15答(02)、(97)、(98)者,或K2答(90)者,不需答此題】",,,
proposal,,Q16,skip_inverse,vQ15~=2 & vQ15~=97 & vQ15~=98 & vK2m90~=1 & vQ15~=96,vQ16,,,"Q16 社群媒體(如:Threads、臉書Facebook、Instagram、抖音TikTok等)?(卡41)【Q15答(02)、(97)、(98)者,或K2答(90)者,不需答此題】",,,
proposal,,Q17,skip,vQ15 in 2 | vQ15 in 97 | vQ15 in 98 | vK3m90 in 1,,vQ17,,"Q17 影音平台(如:YouTube)?(卡41)【Q15答(02)、(97)、(98)者,或K3答(90)者,不需答此題】",,,
proposal,,Q17,skip_inverse,vQ15~=2 & vQ15~=97 & vQ15~=98 & vK3m90~=1 & vQ15~=96,vQ17,,,"Q17 影音平台(如:YouTube)?(卡41)【Q15答(02)、(97)、(98)者,或K3答(90)者,不需答此題】",,,
proposal,,Q18,skip,vQ15 in 2 | vQ15 in 97 | vQ15 in 98 | vK1m90 in 1,,vQ18,,"Q18 通訊軟體(如:LINE、FB messenger)?(卡41)【Q15答(02)、(97)、(98)者,或K1答(90)者,不需答此題】",,,
proposal,,Q18,skip_inverse,vQ15~=2 & vQ15~=97 & vQ15~=98 & vK1m90~=1 & vQ15~=96,vQ18,,,"Q18 通訊軟體(如:LINE、FB messenger)?(卡41)【Q15答(02)、(97)、(98)者,或K1答(90)者,不需答此題】",,,
proposal,,Q19,skip,vQ15 in 2 | vQ15 in 97 | vQ15 in 98 | (vG7m90 in 1 & vG8m90 in 1 & vG9m90 in 1 & vG10m90 in 1 & vG11m90 in 1),,vQ19,,"Q19.請問您多常透過下列網路平台發「政治或公共事務」相關的訊息(包含製作影片或評論新聞)?新聞網站(如:ETtoday新聞雲、聯合新聞網等)?(卡41)【Q15答(02)、(97)、(98)者,或G7和G8和G9和G10和G11皆答(90),不需答此題】",,,
proposal,,Q19,skip_inverse,(vQ15~=2 & vQ15~=97 & vQ15~=98 & (vG7m90~=1 | vG8m90~=1 | vG9m90~=1 | vG10m90~=1 | vG11m90~=1)) & vQ15~=96 & vG7m90~=96 & vG8m90~=96 & vG9m90~=96 & vG10m90~=96 & vG11m90~=96,vQ19,,,"Q19.請問您多常透過下列網路平台發「政治或公共事務」相關的訊息(包含製作影片或評論新聞)?新聞網站(如:ETtoday新聞雲、聯合新聞網等)?(卡41)【Q15答(02)、(97)、(98)者,或G7和G8和G9和G10和G11皆答(90),不需答此題】",,,
proposal,,Q20,need,vQ5 in 2 & (vQ20m02 in 1 | vQ20m03 in 1 | vQ20m04 in 1 | vQ20m05 in 1),"vQ20m01,vQ20m02,vQ20m03,vQ20m04,vQ20m05,vQ20m06,vQ20m88,vQ20m90",,,"Q20 【檢查題】CKQ20A.請向受訪者說明:【Q5答(02)者,且Q20答(02)~(05)者,需回答此題】",,,
proposal,,Q20,need_inverse,(vQ5~=2 | (vQ20m02~=1 & vQ20m03~=1 & vQ20m04~=1 & vQ20m05~=1)) & vQ5~=96 & vQ20m02~=96 & vQ20m03~=96 & vQ20m04~=96 & vQ20m05~=96,,"vQ20m01,vQ20m02,vQ20m03,vQ20m04,vQ20m05,vQ20m06,vQ20m88,vQ20m90",,"Q20 【檢查題】CKQ20A.請向受訪者說明:【Q5答(02)者,且Q20答(02)~(05)者,需回答此題】",,,
proposal,,Q20,need,vQ5 in 2 & vQ20m01 in 1 & vB1 in 0 & vB3 in 0,"vQ20m01,vQ20m02,vQ20m03,vQ20m04,vQ20m05,vQ20m06,vQ20m88,vQ20m90",,,"Q20 【檢查題】CKQ20B.請向受訪者說明:【Q5答(02)者,且Q20答(01)者,且B1答0,且B3答0者,需回答此題】",,,
proposal,,Q20,need_inverse,(vQ5~=2 | vQ20m01~=1 | vB1~=0 | vB3~=0) & vQ5~=96 & vQ20m01~=96,,"vQ20m01,vQ20m02,vQ20m03,vQ20m04,vQ20m05,vQ20m06,vQ20m88,vQ20m90",,"Q20 【檢查題】CKQ20B.請向受訪者說明:【Q5答(02)者,且Q20答(01)者,且B1答0,且B3答0者,需回答此題】",,,
proposal,,Q24,need,vQ20m01 in 1,"vQ24g1,vQ24g2",,,"Q24 請問您每星期大約會看幾個小時的「談話性政論節目」(不論是從電視或YouTube上觀看都算)?【Q20答(01)者,需回答此題】【數值題,小時範圍:0-140、997、998;分鐘範圍:0-59、97、98】",,,
proposal,,Q24,need_inverse,vQ20m01~=1 & vQ20m01~=96,,"vQ24g1,vQ24g2",,"Q24 請問您每星期大約會看幾個小時的「談話性政論節目」(不論是從電視或YouTube上觀看都算)?【Q20答(01)者,需回答此題】【數值題,小時範圍:0-140、997、998;分鐘範圍:0-59、97、98】",,,
proposal,,Q25,need,vQ20m01 in 1,"vQ25m01,vQ25m02,vQ25m03,vQ25m04,vQ25m05,vQ25m06,vQ25m07,vQ25m08,vQ25m09,vQ25m10,vQ25m11,vQ25m12,vQ25m13,vQ25m14,vQ25m15,vQ25m16,vQ25m17,vQ25m18,vQ25m19,vQ25m20,vQ25m21,vQ25m22,vQ25m23,vQ25m24,vQ25m25,vQ25m26,vQ25m27,vQ25m28,vQ25m29,vQ25m30,vQ25m31,vQ25m88",,,"Q25 請問您最常透過哪些談話性政論節目獲得政治或公共事務相關訊息?(可多選)【Q20答(01)者,需回答此題】 (卡43)",,,
proposal,,Q25,need_inverse,vQ20m01~=1 & vQ20m01~=96,,"vQ25m01,vQ25m02,vQ25m03,vQ25m04,vQ25m05,vQ25m06,vQ25m07,vQ25m08,vQ25m09,vQ25m10,vQ25m11,vQ25m12,vQ25m13,vQ25m14,vQ25m15,vQ25m16,vQ25m17,vQ25m18,vQ25m19,vQ25m20,vQ25m21,vQ25m22,vQ25m23,vQ25m24,vQ25m25,vQ25m26,vQ25m27,vQ25m28,vQ25m29,vQ25m30,vQ25m31,vQ25m88",,"Q25 請問您最常透過哪些談話性政論節目獲得政治或公共事務相關訊息?(可多選)【Q20答(01)者,需回答此題】 (卡43)",,,
proposal,,Q21,need,vQ20m02 in 1 | vQ20m03 in 1,"vQ21g1,vQ21g2",,,"Q21 請問您每星期大約會看幾個小時的「政治人物或政治網紅影片」(不論是從YouTube、臉書、IG都算,包括直播與直播結束後的留存影片)?【Q20答(02)或(03)者,需回答此題】【數值題,小時範圍:0-140、997、998;分鐘範圍:0-59、97、98】",,,
proposal,,Q21,need_inverse,vQ20m02~=1 & vQ20m03~=1 & vQ20m02~=96 & vQ20m03~=96,,"vQ21g1,vQ21g2",,"Q21 請問您每星期大約會看幾個小時的「政治人物或政治網紅影片」(不論是從YouTube、臉書、IG都算,包括直播與直播結束後的留存影片)?【Q20答(02)或(03)者,需回答此題】【數值題,小時範圍:0-140、997、998;分鐘範圍:0-59、97、98】",,,
