row,var,qid,status,reason,existing_r1,existing_r2,existing_r3,existing_r4,proposed_r1,proposed_r2,proposed_r3,proposed_r4,source,question_excerpt
460,vJB1m11,JB1,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"JB1‧請問您認為目前臺灣電視新聞節目有下列哪些不好的地方,需要解決?(可多選)(卡26) 【B5答0者,不需答此題】 訪員注意: 1.各台同質性高(一窩蜂):不同台報導同樣新聞。 2.一直重複報導相同內容:同一台重複報導一樣新聞。 □ (01)內容八卦(台語:探聽公眾人物的私生活) □ (02)內容聳動(台語:新聞節目報導內容很hum) □ (03)內容商業化(置入特定廠商的產品等訊息) □ (04)各台同質性高(一窩蜂)(台語:很多台新聞節目內容攏港款) □ (05)不夠中立 □ (06)一直重複報導相同內容(台語:同一台,攏咧報已經報過的內容) □ (07)內容不實 □ (08)負面新聞"
461,vJB1m88,JB1,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"JB1‧請問您認為目前臺灣電視新聞節目有下列哪些不好的地方,需要解決?(可多選)(卡26) 【B5答0者,不需答此題】 訪員注意: 1.各台同質性高(一窩蜂):不同台報導同樣新聞。 2.一直重複報導相同內容:同一台重複報導一樣新聞。 □ (01)內容八卦(台語:探聽公眾人物的私生活) □ (02)內容聳動(台語:新聞節目報導內容很hum) □ (03)內容商業化(置入特定廠商的產品等訊息) □ (04)各台同質性高(一窩蜂)(台語:很多台新聞節目內容攏港款) □ (05)不夠中立 □ (06)一直重複報導相同內容(台語:同一台,攏咧報已經報過的內容) □ (07)內容不實 □ (08)負面新聞"
462,vJB1m90,JB1,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"JB1‧請問您認為目前臺灣電視新聞節目有下列哪些不好的地方,需要解決?(可多選)(卡26) 【B5答0者,不需答此題】 訪員注意: 1.各台同質性高(一窩蜂):不同台報導同樣新聞。 2.一直重複報導相同內容:同一台重複報導一樣新聞。 □ (01)內容八卦(台語:探聽公眾人物的私生活) □ (02)內容聳動(台語:新聞節目報導內容很hum) □ (03)內容商業化(置入特定廠商的產品等訊息) □ (04)各台同質性高(一窩蜂)(台語:很多台新聞節目內容攏港款) □ (05)不夠中立 □ (06)一直重複報導相同內容(台語:同一台,攏咧報已經報過的內容) □ (07)內容不實 □ (08)負面新聞"
463,vJB2m01,JB2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"JB2‧那請問您認為目前台灣網路內容有哪些不好的地方,需要解決?(可多選)(卡27)【E1答(01)者,需回答此題】 訪員注意: 網路仇恨言論:在網路上針對某些族群特徵(例如:政治立場、性取向、宗教、種族等)而提出 的仇恨或歧視言論。 2. 網軍帶風向:政府、政黨或政治人物花錢找人在網路上發表評論,達到宣傳或抹黑的目的。 3. 名嘴帶風向、網紅帶風向:名嘴或網紅試圖引導主流意見,左右選民的想法。 4. 假新聞:指有人刻意虛構、故意流傳的錯誤新聞或消息,要來誤導大眾。 □ (01)網路言論藍綠(政治)對立 □ (02)網路充滿仇恨言論(如酸民) □ (03)網軍帶風向 □ (04)名嘴帶風向 □"
464,vJB2m02,JB2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"JB2‧那請問您認為目前台灣網路內容有哪些不好的地方,需要解決?(可多選)(卡27)【E1答(01)者,需回答此題】 訪員注意: 網路仇恨言論:在網路上針對某些族群特徵(例如:政治立場、性取向、宗教、種族等)而提出 的仇恨或歧視言論。 2. 網軍帶風向:政府、政黨或政治人物花錢找人在網路上發表評論,達到宣傳或抹黑的目的。 3. 名嘴帶風向、網紅帶風向:名嘴或網紅試圖引導主流意見,左右選民的想法。 4. 假新聞:指有人刻意虛構、故意流傳的錯誤新聞或消息,要來誤導大眾。 □ (01)網路言論藍綠(政治)對立 □ (02)網路充滿仇恨言論(如酸民) □ (03)網軍帶風向 □ (04)名嘴帶風向 □"
465,vJB2m03,JB2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"JB2‧那請問您認為目前台灣網路內容有哪些不好的地方,需要解決?(可多選)(卡27)【E1答(01)者,需回答此題】 訪員注意: 網路仇恨言論:在網路上針對某些族群特徵(例如:政治立場、性取向、宗教、種族等)而提出 的仇恨或歧視言論。 2. 網軍帶風向:政府、政黨或政治人物花錢找人在網路上發表評論,達到宣傳或抹黑的目的。 3. 名嘴帶風向、網紅帶風向:名嘴或網紅試圖引導主流意見,左右選民的想法。 4. 假新聞:指有人刻意虛構、故意流傳的錯誤新聞或消息,要來誤導大眾。 □ (01)網路言論藍綠(政治)對立 □ (02)網路充滿仇恨言論(如酸民) □ (03)網軍帶風向 □ (04)名嘴帶風向 □"
466,vJB2m04,JB2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"JB2‧那請問您認為目前台灣網路內容有哪些不好的地方,需要解決?(可多選)(卡27)【E1答(01)者,需回答此題】 訪員注意: 網路仇恨言論:在網路上針對某些族群特徵(例如:政治立場、性取向、宗教、種族等)而提出 的仇恨或歧視言論。 2. 網軍帶風向:政府、政黨或政治人物花錢找人在網路上發表評論,達到宣傳或抹黑的目的。 3. 名嘴帶風向、網紅帶風向:名嘴或網紅試圖引導主流意見,左右選民的想法。 4. 假新聞:指有人刻意虛構、故意流傳的錯誤新聞或消息,要來誤導大眾。 □ (01)網路言論藍綠(政治)對立 □ (02)網路充滿仇恨言論(如酸民) □ (03)網軍帶風向 □ (04)名嘴帶風向 □"
467,vJB2m05,JB2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"JB2‧那請問您認為目前台灣網路內容有哪些不好的地方,需要解決?(可多選)(卡27)【E1答(01)者,需回答此題】 訪員注意: 網路仇恨言論:在網路上針對某些族群特徵(例如:政治立場、性取向、宗教、種族等)而提出 的仇恨或歧視言論。 2. 網軍帶風向:政府、政黨或政治人物花錢找人在網路上發表評論,達到宣傳或抹黑的目的。 3. 名嘴帶風向、網紅帶風向:名嘴或網紅試圖引導主流意見,左右選民的想法。 4. 假新聞:指有人刻意虛構、故意流傳的錯誤新聞或消息,要來誤導大眾。 □ (01)網路言論藍綠(政治)對立 □ (02)網路充滿仇恨言論(如酸民) □ (03)網軍帶風向 □ (04)名嘴帶風向 □"
468,vJB2m06,JB2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"JB2‧那請問您認為目前台灣網路內容有哪些不好的地方,需要解決?(可多選)(卡27)【E1答(01)者,需回答此題】 訪員注意: 網路仇恨言論:在網路上針對某些族群特徵(例如:政治立場、性取向、宗教、種族等)而提出 的仇恨或歧視言論。 2. 網軍帶風向:政府、政黨或政治人物花錢找人在網路上發表評論,達到宣傳或抹黑的目的。 3. 名嘴帶風向、網紅帶風向:名嘴或網紅試圖引導主流意見,左右選民的想法。 4. 假新聞:指有人刻意虛構、故意流傳的錯誤新聞或消息,要來誤導大眾。 □ (01)網路言論藍綠(政治)對立 □ (02)網路充滿仇恨言論(如酸民) □ (03)網軍帶風向 □ (04)名嘴帶風向 □"
469,vJB2m07,JB2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"JB2‧那請問您認為目前台灣網路內容有哪些不好的地方,需要解決?(可多選)(卡27)【E1答(01)者,需回答此題】 訪員注意: 網路仇恨言論:在網路上針對某些族群特徵(例如:政治立場、性取向、宗教、種族等)而提出 的仇恨或歧視言論。 2. 網軍帶風向:政府、政黨或政治人物花錢找人在網路上發表評論,達到宣傳或抹黑的目的。 3. 名嘴帶風向、網紅帶風向:名嘴或網紅試圖引導主流意見,左右選民的想法。 4. 假新聞:指有人刻意虛構、故意流傳的錯誤新聞或消息,要來誤導大眾。 □ (01)網路言論藍綠(政治)對立 □ (02)網路充滿仇恨言論(如酸民) □ (03)網軍帶風向 □ (04)名嘴帶風向 □"
470,vJB2m88,JB2,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"JB2‧那請問您認為目前台灣網路內容有哪些不好的地方,需要解決?(可多選)(卡27)【E1答(01)者,需回答此題】 訪員注意: 網路仇恨言論:在網路上針對某些族群特徵(例如:政治立場、性取向、宗教、種族等)而提出 的仇恨或歧視言論。 2. 網軍帶風向:政府、政黨或政治人物花錢找人在網路上發表評論,達到宣傳或抹黑的目的。 3. 名嘴帶風向、網紅帶風向:名嘴或網紅試圖引導主流意見,左右選民的想法。 4. 假新聞:指有人刻意虛構、故意流傳的錯誤新聞或消息,要來誤導大眾。 □ (01)網路言論藍綠(政治)對立 □ (02)網路充滿仇恨言論(如酸民) □ (03)網軍帶風向 □ (04)名嘴帶風向 □"
471,vJB2m90,JB2,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"JB2‧那請問您認為目前台灣網路內容有哪些不好的地方,需要解決?(可多選)(卡27)【E1答(01)者,需回答此題】 訪員注意: 網路仇恨言論:在網路上針對某些族群特徵(例如:政治立場、性取向、宗教、種族等)而提出 的仇恨或歧視言論。 2. 網軍帶風向:政府、政黨或政治人物花錢找人在網路上發表評論,達到宣傳或抹黑的目的。 3. 名嘴帶風向、網紅帶風向:名嘴或網紅試圖引導主流意見,左右選民的想法。 4. 假新聞:指有人刻意虛構、故意流傳的錯誤新聞或消息,要來誤導大眾。 □ (01)網路言論藍綠(政治)對立 □ (02)網路充滿仇恨言論(如酸民) □ (03)網軍帶風向 □ (04)名嘴帶風向 □"
472,vH1,H1,mismatch,existing r1-r4 differ from proposal,"0,990",991,997,998,991,997,998,,option code span including table,"H1‧接下來,想要請教您有關「平常與人接觸程度」的題目。 請問您平常一天會固定「面對面」接觸且認識的人有幾位? 包括互相點頭、打招呼、講話,對方與您認識才算,認識指的是彼此叫得出名字 【數值題,範圍為0-990、991、997、998】 訪員注意: 1.「平常」指的是週一至週五間「固定」會接觸到的人(例如家人、朋友、同事),若在服務業、運輸業、零售業等,每天會遇到不同客人,若沒有固定接觸到的就不算。 2.本題請填寫整數,若超過990人請鍵入「991」;如受訪者沒有固定「面對面」接觸且認識的人,請填入「0」。 ________人 □ (991)超過990人 □ (997)不知道 □ (998)拒"
473,vH2,H2,range_match_special_diff,r1 matches; r2-r4 differ,"1,5",997,998,97,"1,5",97,98,997,option code span including table,"H2‧那比較接近下面哪個答案?【H1答(997)或(998)者,需回答此題】 □ (01) 0人 □ (02) 1到2人 □ (03) 3到5人 □ (04) 6到10人 □ (05) 11人以上□ (97)不知道 □ (98)拒答"
474,vH3,H3,match,,"1,5",97,98,,"1,5",97,98,,option code span including table,"H3‧那這些與您「面對面」接觸且認識的人裡面,大概有多少跟您很熟?(卡28)【H1答0者,或H2答(01)者,不需回答此題】 □ (01)幾乎全部都很熟 □ (02)大部分很熟 □ (03)大概一半熟,一半不熟 □ (04)大部分不熟 □ (05)幾乎全部都不熟□ (97)不知道 □ (98)拒答"
475,vH4,H4,mismatch,existing r1-r4 differ from proposal,"0,990",991,997,998,991,997,998,,option code span including table,"H4‧請問您平常一天會固定「透過網路」接觸且認識的人有幾位?例如在臉書(Facebook)、LINE、線上遊戲平台互相傳訊息或貼圖,叫得出名字或暱稱才算。【數值題,範圍為0-990、991、997、998】【E1答(01)者,需回答此題】 * 有互相傳訊息或貼圖才算,只在受訪者聯絡清單上但沒有互動就不算。 * 如果受訪者在LINE群組傳訊息,有回應的人才算,沒回應的人不算。 訪員注意:本題請填寫整數,若超過990人請鍵入「991」;如受訪者沒有固定「透過網路」接觸且認識的人,請填入「0」。 ________人 □ (991)超過990人 □ (997)不知道 □ (998)拒答"
476,vH5,H5,range_match_special_diff,r1 matches; r2-r4 differ,"1,5",997,998,97,"1,5",97,98,997,option code span including table,"H5‧那比較接近下面哪個答案?【H4答(997)或(998)者,才需回答此題】 □ (01) 0人 □ (02) 1到2人 □ (03) 3到5人 □ (04) 6到10人 □ (05) 11人以上□ (97)不知道 □ (98)拒答"
477,vH6,H6,match,,"1,5",97,98,,"1,5",97,98,,option code span including table,"H6‧請問這些「透過網路」接觸且認識的人裡面,大概有多少跟您很熟?(卡28)【H4答0者,或H5答(01)者,不需回答此題】 □ (01)幾乎全部都很熟 □ (02)大部分很熟 □ (03)大概一半熟,一半不熟 □ (04)大部分不熟 □ (05)幾乎全部都不熟□ (97)不知道 □ (98)拒答"
478,vH7,H7,mismatch,existing r1-r4 differ from proposal,"0,990",991,997,998,97,98,991,997,option code span including table,"H7_3‧您平常一天會固定面對面接觸且認識的人有【貼題H2】人,會透過網路(例如:LINE)接觸且認識的人有【貼題H5】人,請問這兩群人中您會面對面同時也會透過網路接觸且認識的人有幾位?【數值題,範圍為0-990、991、997、998】【H2未答(01)、(97)、(98),且H5未答(01)、(97)、(98)者,需答此題】 訪員注意:本題請填寫整數,若超過990人,請鍵入「991」;如受訪者沒有會面對面同時也會透過網路接觸且認識的人,請填入「0」。 ________人□ (991)超過990人 □ (997)不知道 □ (998)拒答"
479,vH7_1,,manual,no automatic proposal,"0,990",991,997,998,,,,,no numeric range found,
480,vH7_2,,manual,no automatic proposal,"0,990",991,997,998,,,,,no numeric range found,
481,vH7_3,,manual,no automatic proposal,"0,990",991,997,998,,,,,no numeric range found,
482,vCKH7,CKH7,match,,"20260615000000,20260915000000",,,,"20260615000000,20260915000000",,,,configured date range,"CKH7_3‧檢查題(顯示題) 【H7_3填答人數超過H2或H5填答人數,顯示並設定顯示時間】 【請注意】 受訪者會面對面同時也會透過網路接觸且認識的有【貼H7_3答案】人,不應超過之前答平常一天會固定面對面接觸且認識的【貼題H2】人,也不應超過透過網路接觸且認識的【貼題H5】人,請按「上一題」再確認會面對面同時也會透過網路接觸且認識的人數。"
483,vCKH7_1,,match,,"20260615000000,20260915000000",,,,"20260615000000,20260915000000",,,,configured date range,
484,vCKH7_2,,match,,"20260615000000,20260915000000",,,,"20260615000000,20260915000000",,,,configured date range,
485,vCKH7_3,,match,,"20260615000000,20260915000000",,,,"20260615000000,20260915000000",,,,configured date range,
486,vH8,H8,mismatch,existing r1-r4 differ from proposal,"0,500",991,997,998,991,997,998,,option code span including table,"H8‧請問您會經常一起討論「個人」的重要問題或分享心事(台語:講心內話)的人,有幾位?【數值題,範圍為0-500、991、997、998】 訪員注意: 1.若為區間請取「中間值」後四捨五入,例如:10~15人,填「13」人。 2.本題請填寫整數,若超過500人請鍵入「991」。 3.如受訪者沒有會一起討論「個人」的重要問題或分享心事的人,請填入「0」。 ________人□ (991)超過500人 □ (997)不知道 □ (998)拒答 M、傳播行為(電玩篇)"
487,vM1g1,M1,match,,"0,140",997,998,,"0,140",997,998,,hour-minute hour part,"M1‧請問您每星期大概會玩幾個小時的電玩遊戲(也包含手機上的小遊戲)?【數值題,小時範圍:0-140、997、998;分鐘範圍:0-59、97、98】 *「電玩遊戲」是指要用電腦、手機、平板或遊戲機才可以玩的遊戲,不論需不需要連上網路都算。 * 電玩遊戲包含手機、電腦、臉書(Facebook)、大型多人線上角色扮演遊戲及電動、掌上型遊戲機(例如:Switch)、VR虛擬實境(需配戴頭戴顯示器)、AR擴增實境(例如:寶可夢Pokemon Go!) 訪員注意: 本題為數值題,例如100小時30分,請填入「100小時30分」。 只算真正有在玩遊戲的時間;如受訪者沒有玩電玩遊戲,請各填入「0小時0分」"
488,vM1g2,M1,match,,"0,59",97,98,,"0,59",97,98,,hour-minute minute part,"M1‧請問您每星期大概會玩幾個小時的電玩遊戲(也包含手機上的小遊戲)?【數值題,小時範圍:0-140、997、998;分鐘範圍:0-59、97、98】 *「電玩遊戲」是指要用電腦、手機、平板或遊戲機才可以玩的遊戲,不論需不需要連上網路都算。 * 電玩遊戲包含手機、電腦、臉書(Facebook)、大型多人線上角色扮演遊戲及電動、掌上型遊戲機(例如:Switch)、VR虛擬實境(需配戴頭戴顯示器)、AR擴增實境(例如:寶可夢Pokemon Go!) 訪員注意: 本題為數值題,例如100小時30分,請填入「100小時30分」。 只算真正有在玩遊戲的時間;如受訪者沒有玩電玩遊戲,請各填入「0小時0分」"
489,vM2m01,M2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"M2‧請問您常常在玩的遊戲類型(包含App遊戲)有哪幾種呢?(可多選)(卡29)【M1答0者,不需回答此題】 □ (01)大型線上角色扮演遊戲(MMORPG)(例如:楓之谷、超異域公主連結、魔獸世界、天堂、RO仙境傳說) □ (02)單機角色扮演遊戲(RPG)(例如:仙劍奇俠傳、軒轅劍) □ (03)射擊遊戲(例如:虹彩六號、絕地求生、APEX英雄、鬥陣特攻) □ (04)動作冒險遊戲(例如:原神、薩爾達傳說、魔物獵人、超級瑪利歐奧德賽) □ (05)格鬥遊戲(例如:快打旋風、格鬥天王) □ (06)休閒益智遊戲(例如:Candy Crush糖果傳奇、消消大作戰、Find Out尋找隱藏物品、"
490,vM2m02,M2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"M2‧請問您常常在玩的遊戲類型(包含App遊戲)有哪幾種呢?(可多選)(卡29)【M1答0者,不需回答此題】 □ (01)大型線上角色扮演遊戲(MMORPG)(例如:楓之谷、超異域公主連結、魔獸世界、天堂、RO仙境傳說) □ (02)單機角色扮演遊戲(RPG)(例如:仙劍奇俠傳、軒轅劍) □ (03)射擊遊戲(例如:虹彩六號、絕地求生、APEX英雄、鬥陣特攻) □ (04)動作冒險遊戲(例如:原神、薩爾達傳說、魔物獵人、超級瑪利歐奧德賽) □ (05)格鬥遊戲(例如:快打旋風、格鬥天王) □ (06)休閒益智遊戲(例如:Candy Crush糖果傳奇、消消大作戰、Find Out尋找隱藏物品、"
491,vM2m03,M2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"M2‧請問您常常在玩的遊戲類型(包含App遊戲)有哪幾種呢?(可多選)(卡29)【M1答0者,不需回答此題】 □ (01)大型線上角色扮演遊戲(MMORPG)(例如:楓之谷、超異域公主連結、魔獸世界、天堂、RO仙境傳說) □ (02)單機角色扮演遊戲(RPG)(例如:仙劍奇俠傳、軒轅劍) □ (03)射擊遊戲(例如:虹彩六號、絕地求生、APEX英雄、鬥陣特攻) □ (04)動作冒險遊戲(例如:原神、薩爾達傳說、魔物獵人、超級瑪利歐奧德賽) □ (05)格鬥遊戲(例如:快打旋風、格鬥天王) □ (06)休閒益智遊戲(例如:Candy Crush糖果傳奇、消消大作戰、Find Out尋找隱藏物品、"
492,vM2m04,M2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"M2‧請問您常常在玩的遊戲類型(包含App遊戲)有哪幾種呢?(可多選)(卡29)【M1答0者,不需回答此題】 □ (01)大型線上角色扮演遊戲(MMORPG)(例如:楓之谷、超異域公主連結、魔獸世界、天堂、RO仙境傳說) □ (02)單機角色扮演遊戲(RPG)(例如:仙劍奇俠傳、軒轅劍) □ (03)射擊遊戲(例如:虹彩六號、絕地求生、APEX英雄、鬥陣特攻) □ (04)動作冒險遊戲(例如:原神、薩爾達傳說、魔物獵人、超級瑪利歐奧德賽) □ (05)格鬥遊戲(例如:快打旋風、格鬥天王) □ (06)休閒益智遊戲(例如:Candy Crush糖果傳奇、消消大作戰、Find Out尋找隱藏物品、"
493,vM2m05,M2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"M2‧請問您常常在玩的遊戲類型(包含App遊戲)有哪幾種呢?(可多選)(卡29)【M1答0者,不需回答此題】 □ (01)大型線上角色扮演遊戲(MMORPG)(例如:楓之谷、超異域公主連結、魔獸世界、天堂、RO仙境傳說) □ (02)單機角色扮演遊戲(RPG)(例如:仙劍奇俠傳、軒轅劍) □ (03)射擊遊戲(例如:虹彩六號、絕地求生、APEX英雄、鬥陣特攻) □ (04)動作冒險遊戲(例如:原神、薩爾達傳說、魔物獵人、超級瑪利歐奧德賽) □ (05)格鬥遊戲(例如:快打旋風、格鬥天王) □ (06)休閒益智遊戲(例如:Candy Crush糖果傳奇、消消大作戰、Find Out尋找隱藏物品、"
494,vM2m06,M2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"M2‧請問您常常在玩的遊戲類型(包含App遊戲)有哪幾種呢?(可多選)(卡29)【M1答0者,不需回答此題】 □ (01)大型線上角色扮演遊戲(MMORPG)(例如:楓之谷、超異域公主連結、魔獸世界、天堂、RO仙境傳說) □ (02)單機角色扮演遊戲(RPG)(例如:仙劍奇俠傳、軒轅劍) □ (03)射擊遊戲(例如:虹彩六號、絕地求生、APEX英雄、鬥陣特攻) □ (04)動作冒險遊戲(例如:原神、薩爾達傳說、魔物獵人、超級瑪利歐奧德賽) □ (05)格鬥遊戲(例如:快打旋風、格鬥天王) □ (06)休閒益智遊戲(例如:Candy Crush糖果傳奇、消消大作戰、Find Out尋找隱藏物品、"
495,vM2m07,M2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"M2‧請問您常常在玩的遊戲類型(包含App遊戲)有哪幾種呢?(可多選)(卡29)【M1答0者,不需回答此題】 □ (01)大型線上角色扮演遊戲(MMORPG)(例如:楓之谷、超異域公主連結、魔獸世界、天堂、RO仙境傳說) □ (02)單機角色扮演遊戲(RPG)(例如:仙劍奇俠傳、軒轅劍) □ (03)射擊遊戲(例如:虹彩六號、絕地求生、APEX英雄、鬥陣特攻) □ (04)動作冒險遊戲(例如:原神、薩爾達傳說、魔物獵人、超級瑪利歐奧德賽) □ (05)格鬥遊戲(例如:快打旋風、格鬥天王) □ (06)休閒益智遊戲(例如:Candy Crush糖果傳奇、消消大作戰、Find Out尋找隱藏物品、"
496,vM2m08,M2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"M2‧請問您常常在玩的遊戲類型(包含App遊戲)有哪幾種呢?(可多選)(卡29)【M1答0者,不需回答此題】 □ (01)大型線上角色扮演遊戲(MMORPG)(例如:楓之谷、超異域公主連結、魔獸世界、天堂、RO仙境傳說) □ (02)單機角色扮演遊戲(RPG)(例如:仙劍奇俠傳、軒轅劍) □ (03)射擊遊戲(例如:虹彩六號、絕地求生、APEX英雄、鬥陣特攻) □ (04)動作冒險遊戲(例如:原神、薩爾達傳說、魔物獵人、超級瑪利歐奧德賽) □ (05)格鬥遊戲(例如:快打旋風、格鬥天王) □ (06)休閒益智遊戲(例如:Candy Crush糖果傳奇、消消大作戰、Find Out尋找隱藏物品、"
497,vM2m09,M2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"M2‧請問您常常在玩的遊戲類型(包含App遊戲)有哪幾種呢?(可多選)(卡29)【M1答0者,不需回答此題】 □ (01)大型線上角色扮演遊戲(MMORPG)(例如:楓之谷、超異域公主連結、魔獸世界、天堂、RO仙境傳說) □ (02)單機角色扮演遊戲(RPG)(例如:仙劍奇俠傳、軒轅劍) □ (03)射擊遊戲(例如:虹彩六號、絕地求生、APEX英雄、鬥陣特攻) □ (04)動作冒險遊戲(例如:原神、薩爾達傳說、魔物獵人、超級瑪利歐奧德賽) □ (05)格鬥遊戲(例如:快打旋風、格鬥天王) □ (06)休閒益智遊戲(例如:Candy Crush糖果傳奇、消消大作戰、Find Out尋找隱藏物品、"
498,vM2m10,M2,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"M2‧請問您常常在玩的遊戲類型(包含App遊戲)有哪幾種呢?(可多選)(卡29)【M1答0者,不需回答此題】 □ (01)大型線上角色扮演遊戲(MMORPG)(例如:楓之谷、超異域公主連結、魔獸世界、天堂、RO仙境傳說) □ (02)單機角色扮演遊戲(RPG)(例如:仙劍奇俠傳、軒轅劍) □ (03)射擊遊戲(例如:虹彩六號、絕地求生、APEX英雄、鬥陣特攻) □ (04)動作冒險遊戲(例如:原神、薩爾達傳說、魔物獵人、超級瑪利歐奧德賽) □ (05)格鬥遊戲(例如:快打旋風、格鬥天王) □ (06)休閒益智遊戲(例如:Candy Crush糖果傳奇、消消大作戰、Find Out尋找隱藏物品、"
499,vM2m11,M2,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"M2‧請問您常常在玩的遊戲類型(包含App遊戲)有哪幾種呢?(可多選)(卡29)【M1答0者,不需回答此題】 □ (01)大型線上角色扮演遊戲(MMORPG)(例如:楓之谷、超異域公主連結、魔獸世界、天堂、RO仙境傳說) □ (02)單機角色扮演遊戲(RPG)(例如:仙劍奇俠傳、軒轅劍) □ (03)射擊遊戲(例如:虹彩六號、絕地求生、APEX英雄、鬥陣特攻) □ (04)動作冒險遊戲(例如:原神、薩爾達傳說、魔物獵人、超級瑪利歐奧德賽) □ (05)格鬥遊戲(例如:快打旋風、格鬥天王) □ (06)休閒益智遊戲(例如:Candy Crush糖果傳奇、消消大作戰、Find Out尋找隱藏物品、"
500,vM2m12,M2,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"M2‧請問您常常在玩的遊戲類型(包含App遊戲)有哪幾種呢?(可多選)(卡29)【M1答0者,不需回答此題】 □ (01)大型線上角色扮演遊戲(MMORPG)(例如:楓之谷、超異域公主連結、魔獸世界、天堂、RO仙境傳說) □ (02)單機角色扮演遊戲(RPG)(例如:仙劍奇俠傳、軒轅劍) □ (03)射擊遊戲(例如:虹彩六號、絕地求生、APEX英雄、鬥陣特攻) □ (04)動作冒險遊戲(例如:原神、薩爾達傳說、魔物獵人、超級瑪利歐奧德賽) □ (05)格鬥遊戲(例如:快打旋風、格鬥天王) □ (06)休閒益智遊戲(例如:Candy Crush糖果傳奇、消消大作戰、Find Out尋找隱藏物品、"
501,vM2m13,M2,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"M2‧請問您常常在玩的遊戲類型(包含App遊戲)有哪幾種呢?(可多選)(卡29)【M1答0者,不需回答此題】 □ (01)大型線上角色扮演遊戲(MMORPG)(例如:楓之谷、超異域公主連結、魔獸世界、天堂、RO仙境傳說) □ (02)單機角色扮演遊戲(RPG)(例如:仙劍奇俠傳、軒轅劍) □ (03)射擊遊戲(例如:虹彩六號、絕地求生、APEX英雄、鬥陣特攻) □ (04)動作冒險遊戲(例如:原神、薩爾達傳說、魔物獵人、超級瑪利歐奧德賽) □ (05)格鬥遊戲(例如:快打旋風、格鬥天王) □ (06)休閒益智遊戲(例如:Candy Crush糖果傳奇、消消大作戰、Find Out尋找隱藏物品、"
502,vM2m14,M2,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"M2‧請問您常常在玩的遊戲類型(包含App遊戲)有哪幾種呢?(可多選)(卡29)【M1答0者,不需回答此題】 □ (01)大型線上角色扮演遊戲(MMORPG)(例如:楓之谷、超異域公主連結、魔獸世界、天堂、RO仙境傳說) □ (02)單機角色扮演遊戲(RPG)(例如:仙劍奇俠傳、軒轅劍) □ (03)射擊遊戲(例如:虹彩六號、絕地求生、APEX英雄、鬥陣特攻) □ (04)動作冒險遊戲(例如:原神、薩爾達傳說、魔物獵人、超級瑪利歐奧德賽) □ (05)格鬥遊戲(例如:快打旋風、格鬥天王) □ (06)休閒益智遊戲(例如:Candy Crush糖果傳奇、消消大作戰、Find Out尋找隱藏物品、"
503,vM2m15,M2,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"M2‧請問您常常在玩的遊戲類型(包含App遊戲)有哪幾種呢?(可多選)(卡29)【M1答0者,不需回答此題】 □ (01)大型線上角色扮演遊戲(MMORPG)(例如:楓之谷、超異域公主連結、魔獸世界、天堂、RO仙境傳說) □ (02)單機角色扮演遊戲(RPG)(例如:仙劍奇俠傳、軒轅劍) □ (03)射擊遊戲(例如:虹彩六號、絕地求生、APEX英雄、鬥陣特攻) □ (04)動作冒險遊戲(例如:原神、薩爾達傳說、魔物獵人、超級瑪利歐奧德賽) □ (05)格鬥遊戲(例如:快打旋風、格鬥天王) □ (06)休閒益智遊戲(例如:Candy Crush糖果傳奇、消消大作戰、Find Out尋找隱藏物品、"
